peer,KPI,sort,Product,Hierarchy 1,average,Value,Rank,last,group,Code
Americas-focused vendors,Embedded BI,27,Sisense,,6.747340227,4.104278075,7,,2,
Americas-focused vendors,Embedded BI,27,Yellowfin,,6.747340227,7.561188811,3,,2,
Americas-focused vendors,Competitiveness,28,BOARD,,3.554938388,1.940382052,11,,1,
Americas-focused vendors,Competitiveness,28,Carriots Analytics,,3.554938388,5.555710745,2,,1,
Americas-focused vendors,Competitiveness,28,Cyberscience,,3.554938388,4.618657506,5,,1,
Americas-focused vendors,Competitiveness,28,Dimensional Insight,,3.554938388,5.984456673,1,,1,
Americas-focused vendors,Competitiveness,28,Domo,,3.554938388,2.029812348,9,,1,
Americas-focused vendors,Competitiveness,28,Dundas,,3.554938388,4.848955151,3,,1,
Americas-focused vendors,Competitiveness,28,Looker,,3.554938388,2.569633414,7,,1,
Americas-focused vendors,Competitiveness,28,Phocas,,3.554938388,4.637848976,4,,1,
Americas-focused vendors,Competitiveness,28,Pyramid Analytics,,3.554938388,2.60824195,6,,1,
Americas-focused vendors,Competitiveness,28,sales-i,,3.554938388,n/a,n/a,,1,
Americas-focused vendors,Competitiveness,28,Sisense,,3.554938388,1.94177189,10,,1,
Americas-focused vendors,Competitiveness,28,Yellowfin,,3.554938388,2.368851566,8,,1,
Americas-focused vendors,Considered for purchase,29,BOARD,,1.689027099,3.350955131,1,,2,
Americas-focused vendors,Considered for purchase,29,Carriots Analytics,,1.689027099,1.175921813,8,,2,
Americas-focused vendors,Considered for purchase,29,Cyberscience,,1.689027099,1.031985784,11,,2,
Americas-focused vendors,Considered for purchase,29,Dimensional Insight,,1.689027099,1.175921813,8,,2,
Americas-focused vendors,Considered for purchase,29,Domo,,1.689027099,2.183474012,3,,2,
Americas-focused vendors,Considered for purchase,29,Dundas,,1.689027099,1.607729898,7,,2,
Americas-focused vendors,Considered for purchase,29,Looker,,1.689027099,1.831630386,5,,2,
Americas-focused vendors,Considered for purchase,29,Phocas,,1.689027099,1.07996446,10,,2,
Americas-focused vendors,Considered for purchase,29,Pyramid Analytics,,1.689027099,1.879609063,4,,2,
Americas-focused vendors,Considered for purchase,29,sales-i,,1.689027099,1,12,,2,
Americas-focused vendors,Considered for purchase,29,Sisense,,1.689027099,2.295424256,2,,2,
Americas-focused vendors,Considered for purchase,29,Yellowfin,,1.689027099,1.655708574,6,,2,
Americas-focused vendors,Competitive win rate,30,BOARD,,4.75712003,1,11,,2,
Americas-focused vendors,Competitive win rate,30,Carriots Analytics,,4.75712003,8.475570033,2,,2,
Americas-focused vendors,Competitive win rate,30,Cyberscience,,4.75712003,7.009771987,3,,2,
Americas-focused vendors,Competitive win rate,30,Dimensional Insight,,4.75712003,9.19014658,1,,2,
Americas-focused vendors,Competitive win rate,30,Domo,,4.75712003,1.927371239,9,,2,
Americas-focused vendors,Competitive win rate,30,Dundas,,4.75712003,7.009771987,3,,2,
Americas-focused vendors,Competitive win rate,30,Looker,,4.75712003,3.061635433,7,,2,
Americas-focused vendors,Competitive win rate,30,Phocas,,4.75712003,7.009771987,3,,2,
Americas-focused vendors,Competitive win rate,30,Pyramid Analytics,,4.75712003,3.093997208,6,,2,
Americas-focused vendors,Competitive win rate,30,sales-i,,4.75712003,n/a,n/a,,2,
Americas-focused vendors,Competitive win rate,30,Sisense,,4.75712003,1.706003646,10,,2,
Americas-focused vendors,Competitive win rate,30,Yellowfin,,4.75712003,2.844280228,8,,2,
Dashboarding-focused products,Business value,1,BOARD,,7.087945981,6.705939322,10,,1,
Dashboarding-focused products,Business value,1,Cubeware,,7.087945981,5.565294538,14,,1,
Dashboarding-focused products,Business value,1,Dimensional Insight,,7.087945981,8.424089492,3,,1,
Dashboarding-focused products,Business value,1,Domo,,7.087945981,8.610575836,2,,1,
Dashboarding-focused products,Business value,1,Dundas,,7.087945981,7.340622396,7,,1,
Dashboarding-focused products,Business value,1,Longview Analytics,,7.087945981,6.998486393,9,,1,
Dashboarding-focused products,Business value,1,Looker,,7.087945981,9.275246694,1,,1,
Dashboarding-focused products,Business value,1,MS Power BI,,7.087945981,7.409374785,6,,1,
Dashboarding-focused products,Business value,1,Pyramid Analytics,,7.087945981,7.521249915,5,,1,
Dashboarding-focused products,Business value,1,QlikView,,7.087945981,6.498897938,11,,1,
Dashboarding-focused products,Business value,1,sales-i,,7.087945981,5.076404302,15,,1,
Dashboarding-focused products,Business value,1,SAP Analytics Cloud,,7.087945981,7.639101052,4,,1,
Dashboarding-focused products,Business value,1,Sisense,,7.087945981,7.278667327,8,,1,
Dashboarding-focused products,Business value,1,Tableau,,7.087945981,5.796766345,13,,1,
Dashboarding-focused products,Business value,1,TARGIT,,7.087945981,6.178473374,12,,1,
Dashboarding-focused products,Business benefits,2,BOARD,,7.195292813,6.783363168,10,,2,
Dashboarding-focused products,Business benefits,2,Cubeware,,7.195292813,6.287092814,12,,2,
Dashboarding-focused products,Business benefits,2,Dimensional Insight,,7.195292813,9.086200422,3,,2,
Dashboarding-focused products,Business benefits,2,Domo,,7.195292813,9.933089514,2,,2,
Dashboarding-focused products,Business benefits,2,Dundas,,7.195292813,7.08759518,9,,2,
Dashboarding-focused products,Business benefits,2,Longview Analytics,,7.195292813,7.413471678,6,,2,
Dashboarding-focused products,Business benefits,2,Looker,,7.195292813,10,1,,2,
Dashboarding-focused products,Business benefits,2,MS Power BI,,7.195292813,7.649537237,4,,2,
Dashboarding-focused products,Business benefits,2,Pyramid Analytics,,7.195292813,7.152579349,8,,2,
Dashboarding-focused products,Business benefits,2,QlikView,,7.195292813,6.654475688,11,,2,
Dashboarding-focused products,Business benefits,2,sales-i,,7.195292813,3.769579923,15,,2,
Dashboarding-focused products,Business benefits,2,SAP Analytics Cloud,,7.195292813,7.387715947,7,,2,
Dashboarding-focused products,Business benefits,2,Sisense,,7.195292813,7.428512132,5,,2,
Dashboarding-focused products,Business benefits,2,Tableau,,7.195292813,5.151545751,14,,2,
Dashboarding-focused products,Business benefits,2,TARGIT,,7.195292813,6.144633397,13,,2,
Dashboarding-focused products,Project success,3,BOARD,,7.331807968,7.251333333,8,,2,
Dashboarding-focused products,Project success,3,Cubeware,,7.331807968,5.741013333,14,,2,
Dashboarding-focused products,Project success,3,Dimensional Insight,,7.331807968,8.538105263,1,,2,
Dashboarding-focused products,Project success,3,Domo,,7.331807968,8.082133333,5,,2,
Dashboarding-focused products,Project success,3,Dundas,,7.331807968,7.7928,7,,2,
Dashboarding-focused products,Project success,3,Longview Analytics,,7.331807968,7.866470588,6,,2,
Dashboarding-focused products,Project success,3,Looker,,7.331807968,8.453647059,3,,2,
Dashboarding-focused products,Project success,3,MS Power BI,,7.331807968,7.185929412,10,,2,
Dashboarding-focused products,Project success,3,Pyramid Analytics,,7.331807968,8.512,2,,2,
Dashboarding-focused products,Project success,3,QlikView,,7.331807968,6.385558974,13,,2,
Dashboarding-focused products,Project success,3,sales-i,,7.331807968,5.20275,15,,2,
Dashboarding-focused products,Project success,3,SAP Analytics Cloud,,7.331807968,8.334857143,4,,2,
Dashboarding-focused products,Project success,3,Sisense,,7.331807968,7.200210526,9,,2,
Dashboarding-focused products,Project success,3,Tableau,,7.331807968,6.492571429,12,,2,
Dashboarding-focused products,Project success,3,TARGIT,,7.331807968,6.93773913,11,,2,
Dashboarding-focused products,Project length,4,BOARD,,6.278181507,5.382879762,12,,2,
Dashboarding-focused products,Project length,4,Cubeware,,6.278181507,3.048462116,15,,2,
Dashboarding-focused products,Project length,4,Dimensional Insight,,6.278181507,6.209725159,10,,2,
Dashboarding-focused products,Project length,4,Domo,,6.278181507,5.699919808,11,,2,
Dashboarding-focused products,Project length,4,Dundas,,6.278181507,7.195348837,3,,2,
Dashboarding-focused products,Project length,4,Longview Analytics,,6.278181507,4.017562149,14,,2,
Dashboarding-focused products,Project length,4,Looker,,6.278181507,8.744186047,2,,2,
Dashboarding-focused products,Project length,4,MS Power BI,,6.278181507,7.135778175,4,,2,
Dashboarding-focused products,Project length,4,Pyramid Analytics,,6.278181507,6.64576144,7,,2,
Dashboarding-focused products,Project length,4,QlikView,,6.278181507,6.258842618,9,,2,
Dashboarding-focused products,Project length,4,sales-i,,6.278181507,8.744186047,1,,2,
Dashboarding-focused products,Project length,4,SAP Analytics Cloud,,6.278181507,7.001744186,5,,2,
Dashboarding-focused products,Project length,4,Sisense,,6.278181507,6.986046512,6,,2,
Dashboarding-focused products,Project length,4,Tableau,,6.278181507,6.340817963,8,,2,
Dashboarding-focused products,Project length,4,TARGIT,,6.278181507,4.761461794,13,,2,
Dashboarding-focused products,Customer satisfaction,5,BOARD,,7.128137737,7.662289846,6,,1,
Dashboarding-focused products,Customer satisfaction,5,Cubeware,,7.128137737,4.818564037,14,,1,
Dashboarding-focused products,Customer satisfaction,5,Dimensional Insight,,7.128137737,9.467737379,1,,1,
Dashboarding-focused products,Customer satisfaction,5,Domo,,7.128137737,7.630338322,7,,1,
Dashboarding-focused products,Customer satisfaction,5,Dundas,,7.128137737,8.392329063,3,,1,
Dashboarding-focused products,Customer satisfaction,5,Longview Analytics,,7.128137737,7.815118176,4,,1,
Dashboarding-focused products,Customer satisfaction,5,Looker,,7.128137737,7.766280038,5,,1,
Dashboarding-focused products,Customer satisfaction,5,MS Power BI,,7.128137737,6.947083795,11,,1,
Dashboarding-focused products,Customer satisfaction,5,Pyramid Analytics,,7.128137737,8.523476004,2,,1,
Dashboarding-focused products,Customer satisfaction,5,QlikView,,7.128137737,5.44366182,13,,1,
Dashboarding-focused products,Customer satisfaction,5,sales-i,,7.128137737,7.503211428,8,,1,
Dashboarding-focused products,Customer satisfaction,5,SAP Analytics Cloud,,7.128137737,7.032644925,10,,1,
Dashboarding-focused products,Customer satisfaction,5,Sisense,,7.128137737,5.994009618,12,,1,
Dashboarding-focused products,Customer satisfaction,5,Tableau,,7.128137737,4.747930544,15,,1,
Dashboarding-focused products,Customer satisfaction,5,TARGIT,,7.128137737,7.177391058,9,,1,
Dashboarding-focused products,Price-to-value,6,BOARD,,8.105240553,7.62665066,11,,2,
Dashboarding-focused products,Price-to-value,6,Cubeware,,8.105240553,7.547314578,12,,2,
Dashboarding-focused products,Price-to-value,6,Dimensional Insight,,8.105240553,9.382352941,4,,2,
Dashboarding-focused products,Price-to-value,6,Domo,,8.105240553,8.764705882,8,,2,
Dashboarding-focused products,Price-to-value,6,Dundas,,8.105240553,9.235294118,5,,2,
Dashboarding-focused products,Price-to-value,6,Longview Analytics,,8.105240553,6.652573529,13,,2,
Dashboarding-focused products,Price-to-value,6,Looker,,8.105240553,9.823529412,2,,2,
Dashboarding-focused products,Price-to-value,6,MS Power BI,,8.105240553,9.867373036,1,,2,
Dashboarding-focused products,Price-to-value,6,Pyramid Analytics,,8.105240553,9.425047438,3,,2,
Dashboarding-focused products,Price-to-value,6,QlikView,,8.105240553,5.341736695,14,,2,
Dashboarding-focused products,Price-to-value,6,sales-i,,8.105240553,7.666666667,10,,2,
Dashboarding-focused products,Price-to-value,6,SAP Analytics Cloud,,8.105240553,8.864450128,7,,2,
Dashboarding-focused products,Price-to-value,6,Sisense,,8.105240553,9.181818182,6,,2,
Dashboarding-focused products,Price-to-value,6,Tableau,,8.105240553,4.257918552,15,,2,
Dashboarding-focused products,Price-to-value,6,TARGIT,,8.105240553,7.941176471,9,,2,
Dashboarding-focused products,Recommendation,7,BOARD,,7.466068208,7.083102493,11,,2,
Dashboarding-focused products,Recommendation,7,Cubeware,,7.466068208,3.907864627,15,,2,
Dashboarding-focused products,Recommendation,7,Dimensional Insight,,7.466068208,9.851089316,2,,2,
Dashboarding-focused products,Recommendation,7,Domo,,7.466068208,9.968635511,1,,2,
Dashboarding-focused products,Recommendation,7,Dundas,,7.466068208,8.468908205,3,,2,
Dashboarding-focused products,Recommendation,7,Longview Analytics,,7.466068208,7.794030918,7,,2,
Dashboarding-focused products,Recommendation,7,Looker,,7.466068208,8.009101702,5,,2,
Dashboarding-focused products,Recommendation,7,MS Power BI,,7.466068208,8.104969855,4,,2,
Dashboarding-focused products,Recommendation,7,Pyramid Analytics,,7.466068208,7.860941828,6,,2,
Dashboarding-focused products,Recommendation,7,QlikView,,7.466068208,6.813019391,12,,2,
Dashboarding-focused products,Recommendation,7,sales-i,,7.466068208,7.311878768,10,,2,
Dashboarding-focused products,Recommendation,7,SAP Analytics Cloud,,7.466068208,7.585787778,9,,2,
Dashboarding-focused products,Recommendation,7,Sisense,,7.466068208,6.185595568,13,,2,
Dashboarding-focused products,Recommendation,7,Tableau,,7.466068208,5.455708139,14,,2,
Dashboarding-focused products,Recommendation,7,TARGIT,,7.466068208,7.590389016,8,,2,
Dashboarding-focused products,Vendor support,8,BOARD,,7.806391208,7.923846134,8,,2,
Dashboarding-focused products,Vendor support,8,Cubeware,,7.806391208,5.702778429,15,,2,
Dashboarding-focused products,Vendor support,8,Dimensional Insight,,7.806391208,9.690501848,1,,2,
Dashboarding-focused products,Vendor support,8,Domo,,7.806391208,9.132298026,2,,2,
Dashboarding-focused products,Vendor support,8,Dundas,,7.806391208,8.965615006,5,,2,
Dashboarding-focused products,Vendor support,8,Longview Analytics,,7.806391208,7.34074697,10,,2,
Dashboarding-focused products,Vendor support,8,Looker,,7.806391208,9.119373406,3,,2,
Dashboarding-focused products,Vendor support,8,MS Power BI,,7.806391208,6.036123589,13,,2,
Dashboarding-focused products,Vendor support,8,Pyramid Analytics,,7.806391208,8.969281055,4,,2,
Dashboarding-focused products,Vendor support,8,QlikView,,7.806391208,6.011589981,14,,2,
Dashboarding-focused products,Vendor support,8,sales-i,,7.806391208,7.693496067,9,,2,
Dashboarding-focused products,Vendor support,8,SAP Analytics Cloud,,7.806391208,8.766100483,6,,2,
Dashboarding-focused products,Vendor support,8,Sisense,,7.806391208,7.981666799,7,,2,
Dashboarding-focused products,Vendor support,8,Tableau,,7.806391208,6.436726844,12,,2,
Dashboarding-focused products,Vendor support,8,TARGIT,,7.806391208,7.325723481,11,,2,
Dashboarding-focused products,Implementer support,9,BOARD,,6.629519581,7.232533806,6,,2,
Dashboarding-focused products,Implementer support,9,Cubeware,,6.629519581,5.283975715,12,,2,
Dashboarding-focused products,Implementer support,9,Dimensional Insight,,6.629519581,8.805990951,1,,2,
Dashboarding-focused products,Implementer support,9,Domo,,6.629519581,5.675466838,10,,2,
Dashboarding-focused products,Implementer support,9,Dundas,,6.629519581,8.260198004,3,,2,
Dashboarding-focused products,Implementer support,9,Longview Analytics,,6.629519581,8.227047546,4,,2,
Dashboarding-focused products,Implementer support,9,Looker,,6.629519581,7.751556128,5,,2,
Dashboarding-focused products,Implementer support,9,MS Power BI,,6.629519581,5.538748763,11,,2,
Dashboarding-focused products,Implementer support,9,Pyramid Analytics,,6.629519581,8.353622022,2,,2,
Dashboarding-focused products,Implementer support,9,QlikView,,6.629519581,5.133004798,13,,2,
Dashboarding-focused products,Implementer support,9,sales-i,,6.629519581,6.298293625,9,,2,
Dashboarding-focused products,Implementer support,9,SAP Analytics Cloud,,6.629519581,6.698682274,7,,2,
Dashboarding-focused products,Implementer support,9,Sisense,,6.629519581,4.851728185,15,,2,
Dashboarding-focused products,Implementer support,9,Tableau,,6.629519581,4.896933355,14,,2,
Dashboarding-focused products,Implementer support,9,TARGIT,,6.629519581,6.4350117,8,,2,
Dashboarding-focused products,Product satisfaction,10,BOARD,,5.713812978,8.949787836,3,,2,
Dashboarding-focused products,Product satisfaction,10,Cubeware,,5.713812978,1.873530703,15,,2,
Dashboarding-focused products,Product satisfaction,10,Dimensional Insight,,5.713812978,9.747949081,1,,2,
Dashboarding-focused products,Product satisfaction,10,Domo,,5.713812978,4.418872499,9,,2,
Dashboarding-focused products,Product satisfaction,10,Dundas,,5.713812978,7.059405941,6,,2,
Dashboarding-focused products,Product satisfaction,10,Longview Analytics,,5.713812978,8.865770863,4,,2,
Dashboarding-focused products,Product satisfaction,10,Looker,,5.713812978,4.013790665,10,,2,
Dashboarding-focused products,Product satisfaction,10,MS Power BI,,5.713812978,5.313428218,8,,2,
Dashboarding-focused products,Product satisfaction,10,Pyramid Analytics,,5.713812978,8.424681754,5,,2,
Dashboarding-focused products,Product satisfaction,10,QlikView,,5.713812978,3.389607963,11,,2,
Dashboarding-focused products,Product satisfaction,10,sales-i,,5.713812978,9.243847242,2,,2,
Dashboarding-focused products,Product satisfaction,10,SAP Analytics Cloud,,5.713812978,3.138613861,12,,2,
Dashboarding-focused products,Product satisfaction,10,Sisense,,5.713812978,2.244587096,14,,2,
Dashboarding-focused products,Product satisfaction,10,Tableau,,5.713812978,2.263975628,13,,2,
Dashboarding-focused products,Product satisfaction,10,TARGIT,,5.713812978,6.759345322,7,,2,
Dashboarding-focused products,Customer experience,11,BOARD,,6.220917157,7.188861071,4,,1,
Dashboarding-focused products,Customer experience,11,Cubeware,,6.220917157,4.267587679,15,,1,
Dashboarding-focused products,Customer experience,11,Dimensional Insight,,6.220917157,7.395850349,3,,1,
Dashboarding-focused products,Customer experience,11,Domo,,6.220917157,7.414019947,2,,1,
Dashboarding-focused products,Customer experience,11,Dundas,,6.220917157,5.350191732,13,,1,
Dashboarding-focused products,Customer experience,11,Longview Analytics,,6.220917157,6.725122602,7,,1,
Dashboarding-focused products,Customer experience,11,Looker,,6.220917157,7.071608234,5,,1,
